geneID	Sex.Bias.Category	log2FoldChange.Osada	Diff.Splicing.MCabs.vs.MCsim	Diff.Splicing.MCabs.vs.MCcom	Diff.Splicing.MCsim.vs.MCcom
FBgn0032140	Male-biased	0.845381798221247	Not Significant	Not Significant	Not Significant
FBgn0032147	Unbiased	0.00972245432514322	Not Significant	Not Significant	Not Significant
FBgn0032149	Unbiased	-0.398240183325034	Not Significant	Not Significant	Not Significant
FBgn0032150	Female-biased	-0.575558780040387	Not Significant	Not Significant	Not Significant
FBgn0032151	Male-biased	3.00916452589319	Not Significant	Not Significant	Not Significant
FBgn0032153	Female-biased	-0.916267370302764	Not Significant	Not Significant	Not Significant
FBgn0032154	Female-biased	-3.51741188196971	Not Significant	Not Significant	Not Significant
FBgn0032156	Male-biased	2.42213175647655	Not Significant	Not Significant	Not Significant
FBgn0032157	Female-biased	-2.18307798788732	Not Significant	Not Significant	Not Significant
FBgn0032160	Female-biased	-0.606479231147342	Not Significant	Not Significant	Not Significant
FBgn0032161	Female-biased	-0.715140329325414	Not Significant	Not Significant	Not Significant
FBgn0032162	Male-biased	0.962502846953476	Not Significant	Not Significant	Not Significant
FBgn0032166	Unbiased	0.231587058249831	Not Significant	Not Significant	Not Significant
FBgn0032167	Male-biased	1.1454840854083	Not Significant	Not Significant	Not Significant
FBgn0032168	Female-biased	-2.14600863692389	Not Significant	Not Significant	Not Significant
FBgn0032169	Female-biased	-2.09892079657154	Not Significant	Not Significant	Not Significant
FBgn0032170	Unbiased	0.140385569657173	Not Significant	Not Significant	Not Significant
FBgn0032171	Female-biased	-0.519044698698882	Not Significant	Not Significant	Not Significant
FBgn0032178	Male-biased	1.90950296179586	Not Significant	Not Significant	Not Significant
FBgn0032187	Male-biased	1.52532690537508	Not Significant	Not Significant	Not Significant
FBgn0032189	Female-biased	-1.88006962003558	Not Significant	Not Significant	Not Significant
FBgn0032193	Unbiased	0.0118739057193721	Not Significant	Not Significant	Not Significant
FBgn0032194	Female-biased	-2.27761067548414	Not Significant	Not Significant	Not Significant
FBgn0032195	Female-biased	-1.92658159496283	Not Significant	Not Significant	Not Significant
FBgn0032196	Female-biased	-1.10526115365306	Not Significant	Not Significant	Significant
FBgn0032197	Female-biased	-2.98845231592173	Not Significant	Not Significant	Not Significant
FBgn0032198	Female-biased	-1.19740738577437	Not Significant	Not Significant	Not Significant
FBgn0032200	Unbiased	-0.158362230282383	Not Significant	Not Significant	Not Significant
FBgn0032202	Male-biased	0.719326642061321	Not Significant	Not Significant	Not Significant
FBgn0032204	Female-biased	-1.57619343345169	Not Significant	Not Significant	Not Significant
FBgn0032205	Female-biased	-0.627271133796049	Not Significant	Not Significant	Not Significant
FBgn0032208	Unbiased	0.190410612521417	Not Significant	Not Significant	Not Significant
FBgn0032209	Male-biased	1.92427860599516	Not Significant	Not Significant	Not Significant
FBgn0032210	Male-biased	2.24154846782852	Not Significant	Not Significant	Not Significant
FBgn0032213	Male-biased	2.21669047734305	Not Significant	Not Significant	Not Significant
FBgn0032214	Unbiased	0.282460067437418	Not Significant	Not Significant	Not Significant
FBgn0032216	Female-biased	-0.975785080748098	Not Significant	Not Significant	Not Significant
FBgn0032217	Female-biased	-0.830400036705805	Not Significant	Not Significant	Not Significant
FBgn0032218	Male-biased	1.94661956510831	Not Significant	Not Significant	Not Significant
FBgn0032219	Male-biased	5.33355939293401	Not Significant	Not Significant	Not Significant
FBgn0032222	Unbiased	0.447152452822744	Not Significant	Not Significant	Not Significant
FBgn0032223	Female-biased	-1.29396428770467	Not Significant	Not Significant	Not Significant
FBgn0032224	Female-biased	-0.712971956209911	Not Significant	Not Significant	Not Significant
FBgn0032228	Female-biased	-4.56314566257309	Not Significant	Not Significant	Not Significant
FBgn0032229	Male-biased	1.70854247505013	Not Significant	Not Significant	Not Significant
FBgn0032230	Male-biased	2.30030419041846	Not Significant	Not Significant	Not Significant
FBgn0032236	Female-biased	-0.772378832338455	Not Significant	Not Significant	Not Significant
FBgn0032242	Unbiased	-0.0736099699255512	Not Significant	Not Significant	Not Significant
FBgn0032243	Unbiased	-0.401742848018655	Not Significant	Not Significant	Not Significant
FBgn0032244	Female-biased	-3.57428705341722	Not Significant	Not Significant	Not Significant
FBgn0032246	Unbiased	-0.421146813077212	Not Significant	Not Significant	Not Significant
FBgn0032247	Unbiased	-0.249842501419557	Not Significant	Not Significant	Not Significant
FBgn0032248	Male-biased	1.52708065932186	Not Significant	Not Significant	Not Significant
FBgn0032249	Unbiased	0.214827946350043	Not Significant	Not Significant	Not Significant
FBgn0032250	Female-biased	-1.37926548813204	Not Significant	Not Significant	Not Significant
FBgn0032251	Female-biased	-1.55029707674439	Not Significant	Not Significant	Not Significant
FBgn0032252	Male-biased	3.02371606713315	Not Significant	Not Significant	Not Significant
FBgn0032253	Male-biased	1.68575187135416	Not Significant	Not Significant	Not Significant
FBgn0032256	Female-biased	-2.17638412538265	Not Significant	Not Significant	Not Significant
FBgn0032258	Female-biased	-0.766695813373847	Not Significant	Not Significant	Not Significant
FBgn0032259	Female-biased	-1.14245690132682	Not Significant	Not Significant	Not Significant
FBgn0032261	Unbiased	-0.0792845877805964	Not Significant	Not Significant	Not Significant
FBgn0032262	Female-biased	-2.60935845266792	Not Significant	Not Significant	Not Significant
FBgn0032264	Male-biased	1.23253434819791	Not Significant	Not Significant	Not Significant
FBgn0032283	Male-biased	2.00542167658651	Not Significant	Not Significant	Not Significant
FBgn0032287	Male-biased	1.83359923362771	Not Significant	Not Significant	Not Significant
FBgn0032292	Unbiased	0.0549898970822209	Not Significant	Not Significant	Not Significant
FBgn0032295	Female-biased	-3.09706044385866	Not Significant	Not Significant	Not Significant
FBgn0032296	Female-biased	-0.618188766864591	Not Significant	Not Significant	Not Significant
FBgn0032297	Male-biased	1.35279151463369	Not Significant	Not Significant	Not Significant
FBgn0032298	Female-biased	-1.77866546402684	Not Significant	Not Significant	Not Significant
FBgn0032321	Female-biased	-1.05780662699572	Not Significant	Not Significant	Not Significant
FBgn0032322	Male-biased	0.893858683829052	Not Significant	Not Significant	Not Significant
FBgn0032330	Unbiased	0.494473278296781	Not Significant	Not Significant	Not Significant
FBgn0032336	Male-biased	1.84715790013779	Not Significant	Not Significant	Not Significant
FBgn0032339	Unbiased	0.469476520933097	Not Significant	Not Significant	Not Significant
FBgn0032341	Female-biased	-1.53413214249883	Not Significant	Not Significant	Not Significant
FBgn0032343	Female-biased	-1.08271917507525	Not Significant	Not Significant	Not Significant
FBgn0032346	Female-biased	-2.43961551080376	Not Significant	Not Significant	Not Significant
FBgn0032348	Female-biased	-0.850288635221983	Not Significant	Not Significant	Not Significant
FBgn0032350	Unbiased	0.23461544007009	Not Significant	Not Significant	Not Significant
FBgn0032354	Female-biased	-2.45512779070069	Not Significant	Not Significant	Not Significant
FBgn0032358	Male-biased	0.752478110861771	Not Significant	Not Significant	Not Significant
FBgn0032363	Female-biased	-0.707078094541545	Not Significant	Not Significant	Not Significant
FBgn0032373	Male-biased	0.948638358286725	Not Significant	Not Significant	Not Significant
FBgn0032374	Female-biased	-1.94778972197599	Not Significant	Not Significant	Not Significant
FBgn0032378	Female-biased	-0.902021263507197	Not Significant	Not Significant	Not Significant
FBgn0032381	Unbiased	0.0106997296588327	Not Significant	Not Significant	Not Significant
FBgn0032382	Male-biased	2.01787013868846	Not Significant	Not Significant	Not Significant
FBgn0032387	Male-biased	1.628920124441	Not Significant	Not Significant	Not Significant
FBgn0032388	Female-biased	-0.745768267311002	Not Significant	Not Significant	Not Significant
FBgn0032395	Unbiased	-0.454269661681022	Not Significant	Not Significant	Not Significant
FBgn0032397	Male-biased	2.07941688101815	Not Significant	Not Significant	Not Significant
FBgn0032398	Unbiased	-0.0678838473208732	Not Significant	Not Significant	Not Significant
FBgn0032399	Male-biased	1.10309173021988	Not Significant	Not Significant	Not Significant
FBgn0032401	Unbiased	-0.446438368225411	Not Significant	Not Significant	Not Significant
FBgn0032402	Male-biased	1.82073906842242	Not Significant	Not Significant	Not Significant
FBgn0032405	Male-biased	1.51412249353919	Not Significant	Not Significant	Not Significant
FBgn0032407	Unbiased	0.278663769437822	Not Significant	Significant	Not Significant
FBgn0032409	Female-biased	-1.73182564010899	Not Significant	Not Significant	Not Significant
FBgn0032420	Female-biased	-1.60824027840977	Not Significant	Not Significant	Not Significant
FBgn0032421	Female-biased	-1.88037493700046	Not Significant	Not Significant	Not Significant
FBgn0032422	Male-biased	1.67734967280865	Not Significant	Not Significant	Not Significant
FBgn0032429	Unbiased	-0.485036686175086	Not Significant	Not Significant	Not Significant
FBgn0032430	Female-biased	-1.20872515431727	Not Significant	Not Significant	Not Significant
FBgn0032433	Male-biased	1.3729031598191	Not Significant	Not Significant	Not Significant
FBgn0032435	Male-biased	1.19566597388223	Not Significant	Not Significant	Not Significant
FBgn0032444	Female-biased	-2.58680778844081	Not Significant	Not Significant	Not Significant
FBgn0032445	Unbiased	-0.207863613590306	Not Significant	Not Significant	Not Significant
FBgn0032446	Female-biased	-2.52302850339192	Not Significant	Not Significant	Not Significant
FBgn0032447	Male-biased	3.83511820018012	Not Significant	Not Significant	Not Significant
FBgn0032449	Unbiased	-0.212917943781227	Not Significant	Not Significant	Not Significant
FBgn0032450	Female-biased	-3.62452882154115	Not Significant	Not Significant	Not Significant
FBgn0032451	Unbiased	-0.388589817443694	Not Significant	Not Significant	Not Significant
FBgn0032454	Female-biased	-0.983293072150101	Not Significant	Not Significant	Not Significant
FBgn0032455	Female-biased	-0.807397808670203	Not Significant	Not Significant	Not Significant
FBgn0032456	Male-biased	0.667723024699805	Not Significant	Not Significant	Not Significant
FBgn0032465	Unbiased	-0.164553554126155	Not Significant	Not Significant	Not Significant
FBgn0032467	Male-biased	0.763929316979484	Not Significant	Not Significant	Not Significant
FBgn0032474	Male-biased	2.05686314211193	Not Significant	Not Significant	Not Significant
FBgn0032475	Female-biased	-2.37708104884409	Not Significant	Not Significant	Not Significant
FBgn0032479	Female-biased	-0.571289869512492	Not Significant	Not Significant	Not Significant
FBgn0032480	Male-biased	1.04041388003159	Not Significant	Not Significant	Not Significant
FBgn0032481	Male-biased	3.6222611924337	Not Significant	Not Significant	Not Significant
FBgn0032482	Male-biased	1.35602235733959	Not Significant	Not Significant	Not Significant
FBgn0032485	Female-biased	-0.865700683342501	Not Significant	Not Significant	Not Significant
FBgn0032487	Female-biased	-0.70597921306364	Not Significant	Not Significant	Not Significant
FBgn0032488	Female-biased	-0.931684467717991	Not Significant	Not Significant	Not Significant
FBgn0032494	Male-biased	2.87585951053943	Not Significant	Not Significant	Not Significant
FBgn0032495	Male-biased	4.70656455966175	Not Significant	Not Significant	Not Significant
FBgn0032499	Female-biased	-0.593214578491425	Not Significant	Not Significant	Not Significant
FBgn0032505	Male-biased	0.97413054875442	Not Significant	Not Significant	Not Significant
FBgn0032509	Unbiased	-0.448351622146613	Not Significant	Not Significant	Not Significant
FBgn0032511	Male-biased	0.962717349615281	Not Significant	Not Significant	Not Significant
FBgn0032512	Unbiased	-0.29370972512799	Not Significant	Not Significant	Not Significant
FBgn0032513	Male-biased	0.573059073737864	Not Significant	Not Significant	Not Significant
FBgn0032514	Female-biased	-2.64020151067782	Not Significant	Not Significant	Not Significant
FBgn0032515	Male-biased	1.83985253965252	Not Significant	Not Significant	Not Significant
FBgn0032516	Female-biased	-0.627490520839408	Not Significant	Not Significant	Not Significant
FBgn0032517	Unbiased	-0.134706956053769	Not Significant	Not Significant	Not Significant
FBgn0032518	Female-biased	-0.76679262622994	Significant	Not Significant	Significant
FBgn0032521	Female-biased	-2.33479635405163	Not Significant	Not Significant	Not Significant
FBgn0032524	Unbiased	-0.479295493043423	Not Significant	Not Significant	Not Significant
FBgn0032536	Male-biased	2.30897251747253	Not Significant	Not Significant	Not Significant
FBgn0032586	Unbiased	0.327044994752243	Not Significant	Not Significant	Not Significant
FBgn0032596	Female-biased	-1.03530243023405	Not Significant	Not Significant	Not Significant
FBgn0032600	Unbiased	0.169800630911024	Not Significant	Not Significant	Not Significant
FBgn0032601	Male-biased	2.45615829583292	Not Significant	Not Significant	Not Significant
FBgn0032603	Male-biased	2.54628485716726	Not Significant	Not Significant	Not Significant
FBgn0032612	Male-biased	2.13846515180322	Not Significant	Not Significant	Not Significant
FBgn0032614	Male-biased	1.88399452744827	Not Significant	Not Significant	Not Significant
FBgn0032620	Female-biased	-4.70857384016728	Not Significant	Not Significant	Not Significant
FBgn0032629	Male-biased	2.0896081928195	Not Significant	Not Significant	Not Significant
FBgn0032633	Female-biased	-0.696902541836404	Not Significant	Not Significant	Not Significant
FBgn0032634	Female-biased	-1.79457067614564	Not Significant	Not Significant	Not Significant
FBgn0032635	Female-biased	-1.61274733182696	Not Significant	Not Significant	Not Significant
FBgn0032640	Unbiased	0.485119798518001	Not Significant	Not Significant	Not Significant
FBgn0032642	Unbiased	-0.0914679291705603	Not Significant	Not Significant	Not Significant
FBgn0032643	Female-biased	-1.0571426293836	Not Significant	Not Significant	Not Significant
FBgn0032644	Female-biased	-1.40536028730252	Not Significant	Not Significant	Not Significant
FBgn0032646	Male-biased	1.37307171860069	Not Significant	Not Significant	Not Significant
FBgn0032652	Female-biased	-0.504342393071612	Not Significant	Not Significant	Not Significant
FBgn0032665	Male-biased	1.19499278907369	Not Significant	Not Significant	Not Significant
FBgn0032666	Male-biased	2.14952330424408	Not Significant	Not Significant	Not Significant
FBgn0032669	Male-biased	2.53970859405975	Not Significant	Not Significant	Not Significant
FBgn0032671	Female-biased	-0.808146456912221	Not Significant	Not Significant	Not Significant
FBgn0032681	Female-biased	-0.798659103989352	Not Significant	Not Significant	Not Significant
FBgn0032682	Male-biased	2.21780946995714	Not Significant	Not Significant	Not Significant
FBgn0032683	Male-biased	1.85921140966523	Not Significant	Not Significant	Not Significant
FBgn0032684	Male-biased	1.19156994930216	Not Significant	Not Significant	Not Significant
FBgn0032688	Female-biased	-1.58830938297647	Not Significant	Not Significant	Not Significant
FBgn0032689	Unbiased	-0.306801503383029	Not Significant	Not Significant	Not Significant
FBgn0032690	Female-biased	-0.960096748652122	Not Significant	Not Significant	Not Significant
FBgn0032691	Female-biased	-1.51533804876054	Not Significant	Not Significant	Not Significant
FBgn0032694	Male-biased	1.27870019365539	Not Significant	Not Significant	Not Significant
FBgn0032698	Female-biased	-3.68000058621391	Not Significant	Not Significant	Not Significant
FBgn0032699	Male-biased	1.75109959864727	Not Significant	Not Significant	Not Significant
FBgn0032700	Female-biased	-0.753486033128638	Not Significant	Not Significant	Not Significant
FBgn0032701	Female-biased	-1.70424214055968	Not Significant	Not Significant	Not Significant
FBgn0032703	Unbiased	-0.349322954712282	Not Significant	Not Significant	Not Significant
FBgn0032705	Female-biased	-2.9027044218013	Not Significant	Not Significant	Not Significant
FBgn0032706	Male-biased	1.88620899423122	Not Significant	Not Significant	Not Significant
FBgn0032713	Male-biased	2.45283579253816	Not Significant	Not Significant	Not Significant
FBgn0032715	Male-biased	0.675405656493617	Not Significant	Not Significant	Not Significant
FBgn0032723	Unbiased	0.178432088559282	Not Significant	Not Significant	Not Significant
FBgn0032724	Female-biased	-1.62115642512673	Not Significant	Not Significant	Not Significant
FBgn0032725	Female-biased	-1.11478365675116	Not Significant	Not Significant	Significant
FBgn0032726	Male-biased	1.10414095513701	Not Significant	Not Significant	Not Significant
FBgn0032727	Unbiased	0.135020851204834	Not Significant	Not Significant	Not Significant
FBgn0032728	Female-biased	-1.86295899051938	Not Significant	Not Significant	Not Significant
FBgn0032729	Male-biased	1.7526618398396	Not Significant	Not Significant	Not Significant
FBgn0032730	Unbiased	-0.152515215364187	Not Significant	Not Significant	Not Significant
FBgn0032731	Unbiased	-0.264054796700382	Not Significant	Not Significant	Not Significant
FBgn0032732	Female-biased	-0.98639091644698	Not Significant	Not Significant	Not Significant
FBgn0032733	Male-biased	0.548828750153433	Not Significant	Not Significant	Not Significant
FBgn0032744	Male-biased	1.81345446170524	Not Significant	Not Significant	Not Significant
FBgn0032746	Unbiased	-0.406823399733891	Not Significant	Not Significant	Not Significant
FBgn0032748	Female-biased	-0.960292090435328	Not Significant	Not Significant	Not Significant
FBgn0032750	Female-biased	-2.19998133919635	Not Significant	Not Significant	Not Significant
FBgn0032752	Female-biased	-0.980200188715631	Not Significant	Not Significant	Not Significant
FBgn0032763	Female-biased	-1.94536634780952	Not Significant	Not Significant	Not Significant
FBgn0032770	Male-biased	2.0427361630712	Not Significant	Not Significant	Not Significant
FBgn0032773	Male-biased	1.36594432795426	Not Significant	Not Significant	Not Significant
FBgn0032774	Male-biased	1.85286915943424	Not Significant	Not Significant	Not Significant
FBgn0032775	Unbiased	-0.109821515903494	Not Significant	Not Significant	Not Significant
FBgn0032781	Female-biased	-1.38154457958631	Not Significant	Not Significant	Not Significant
FBgn0032782	Male-biased	0.952768480225378	Not Significant	Not Significant	Not Significant
FBgn0032783	Female-biased	-0.845979321593643	Not Significant	Not Significant	Not Significant
FBgn0032785	Male-biased	2.30369102990356	Not Significant	Not Significant	Not Significant
FBgn0032787	Unbiased	-0.0729380966453672	Not Significant	Not Significant	Not Significant
FBgn0032788	Female-biased	-7.4408637227445	Not Significant	Not Significant	Not Significant
FBgn0032789	Female-biased	-5.55416571788241	Not Significant	Not Significant	Not Significant
FBgn0032790	Female-biased	-0.765251225261986	Not Significant	Not Significant	Not Significant
FBgn0032791	Unbiased	-0.214104151688636	Not Significant	Not Significant	Not Significant
FBgn0032793	Unbiased	0.0338639155112973	Not Significant	Not Significant	Not Significant
FBgn0032796	Female-biased	-2.18968858559902	Not Significant	Not Significant	Not Significant
FBgn0032797	Male-biased	2.98408520101079	Not Significant	Not Significant	Not Significant
FBgn0032798	Male-biased	2.51411305892342	Not Significant	Not Significant	Not Significant
FBgn0032799	Unbiased	-0.391713856476133	Not Significant	Not Significant	Not Significant
FBgn0032801	Male-biased	0.554378286427468	Not Significant	Not Significant	Not Significant
FBgn0032805	Unbiased	-0.498392115459506	Not Significant	Not Significant	Not Significant
FBgn0032811	Female-biased	-0.930393973217216	Not Significant	Not Significant	Not Significant
FBgn0032812	Female-biased	-2.03706542437489	Not Significant	Not Significant	Not Significant
FBgn0032813	Male-biased	1.94341784565697	Not Significant	Not Significant	Not Significant
FBgn0032814	Unbiased	-0.206661787989106	Not Significant	Not Significant	Not Significant
FBgn0032815	Female-biased	-1.4434481327672	Not Significant	Not Significant	Not Significant
FBgn0032816	Female-biased	-0.745475792283321	Not Significant	Not Significant	Not Significant
FBgn0032817	Female-biased	-0.500227888976685	Not Significant	Not Significant	Not Significant
FBgn0032818	Unbiased	-0.493636601166988	Not Significant	Not Significant	Not Significant
FBgn0032819	Female-biased	-1.71117578838752	Not Significant	Not Significant	Not Significant
FBgn0032820	Male-biased	1.65042591338351	Not Significant	Not Significant	Not Significant
FBgn0032821	Unbiased	0.46042334197649	Not Significant	Not Significant	Not Significant
FBgn0032822	Female-biased	-0.976032896024485	Not Significant	Significant	Not Significant
FBgn0032833	Male-biased	1.25363393390328	Not Significant	Significant	Significant
FBgn0032835	Male-biased	2.22071608822834	Not Significant	Significant	Not Significant
FBgn0032836	Male-biased	2.11175892901742	Not Significant	Not Significant	Not Significant
FBgn0032840	Male-biased	2.5915586784988	Not Significant	Not Significant	Not Significant
FBgn0032845	Male-biased	0.832967174046607	Not Significant	Not Significant	Not Significant
FBgn0032847	Female-biased	-0.804534495269187	Not Significant	Not Significant	Not Significant
FBgn0032848	Unbiased	-0.0150882258644856	Not Significant	Not Significant	Not Significant
FBgn0032849	Female-biased	-1.46140322627851	Not Significant	Significant	Not Significant
FBgn0032857	Male-biased	3.76249987437819	Not Significant	Not Significant	Not Significant
FBgn0032858	Female-biased	-1.2979602091609	Not Significant	Not Significant	Not Significant
FBgn0032859	Female-biased	-2.80196801642928	Not Significant	Not Significant	Not Significant
FBgn0032863	Female-biased	-0.555375377707138	Not Significant	Not Significant	Not Significant
FBgn0032864	Unbiased	-0.119833625112811	Not Significant	Not Significant	Not Significant
FBgn0032870	Female-biased	-1.81674387815522	Not Significant	Not Significant	Not Significant
FBgn0032871	Unbiased	-0.390169381030361	Not Significant	Not Significant	Not Significant
FBgn0032873	Female-biased	-1.82754350212867	Not Significant	Not Significant	Not Significant
FBgn0032876	Female-biased	-3.12056799433258	Not Significant	Not Significant	Not Significant
FBgn0032877	Female-biased	-0.938177602677726	Not Significant	Not Significant	Not Significant
FBgn0032880	Unbiased	0.150134015102522	Not Significant	Not Significant	Not Significant
FBgn0032881	Unbiased	0.427558345590312	Not Significant	Not Significant	Not Significant
FBgn0032882	Unbiased	-0.473524593682178	Not Significant	Not Significant	Not Significant
FBgn0032883	Male-biased	1.83704255876681	Not Significant	Not Significant	Not Significant
FBgn0032884	Unbiased	-0.0316292628624563	Not Significant	Not Significant	Not Significant
FBgn0032886	Female-biased	-1.36453301349404	Not Significant	Not Significant	Significant
FBgn0032889	Male-biased	1.71597173656421	Not Significant	Significant	Not Significant
FBgn0032895	Male-biased	2.5066997557401	Not Significant	Not Significant	Not Significant
FBgn0032897	Male-biased	1.50539038901025	Not Significant	Not Significant	Not Significant
FBgn0032899	Male-biased	2.08215056852412	Not Significant	Not Significant	Not Significant
FBgn0032900	Male-biased	1.92721844635671	Not Significant	Not Significant	Not Significant
FBgn0032906	Female-biased	-3.34161824719427	Not Significant	Not Significant	Not Significant
FBgn0032907	Female-biased	-1.50399227547926	Not Significant	Not Significant	Not Significant
FBgn0032910	Unbiased	0.303612881062487	Not Significant	Not Significant	Not Significant
FBgn0032911	Male-biased	3.03554424559461	Not Significant	Not Significant	Not Significant
FBgn0032919	Female-biased	-2.09826796865207	Not Significant	Not Significant	Not Significant
FBgn0032921	Female-biased	-0.988238199316379	Not Significant	Not Significant	Not Significant
FBgn0032922	Male-biased	0.597209455090494	Not Significant	Not Significant	Not Significant
FBgn0032923	Unbiased	-0.380165562900824	Not Significant	Not Significant	Not Significant
FBgn0032924	Female-biased	-2.35128636267461	Not Significant	Not Significant	Not Significant
FBgn0032925	Female-biased	-3.19458832778309	Not Significant	Not Significant	Not Significant
FBgn0032929	Female-biased	-3.86782592525025	Not Significant	Not Significant	Not Significant
FBgn0032935	Male-biased	1.58976757968383	Not Significant	Not Significant	Not Significant
FBgn0032938	Female-biased	-0.868819281653441	Not Significant	Not Significant	Not Significant
FBgn0032940	Unbiased	-0.271056513420218	Not Significant	Not Significant	Not Significant
FBgn0032943	Female-biased	-0.936378687530851	Not Significant	Not Significant	Not Significant
FBgn0032946	Male-biased	2.61161419112251	Not Significant	Not Significant	Significant
FBgn0032949	Unbiased	0.299674653424438	Not Significant	Not Significant	Not Significant
FBgn0032955	Unbiased	-0.311701585788777	Not Significant	Significant	Not Significant
FBgn0032956	Unbiased	-0.11648375581242	Not Significant	Not Significant	Not Significant
FBgn0032961	Female-biased	-1.29030368222015	Not Significant	Not Significant	Not Significant
FBgn0032973	Male-biased	3.11441594976544	Not Significant	Not Significant	Not Significant
FBgn0032974	Female-biased	-1.84304246670313	Not Significant	Not Significant	Not Significant
FBgn0032979	Female-biased	-1.00146573444338	Not Significant	Not Significant	Not Significant
FBgn0032981	Male-biased	0.743697409884502	Not Significant	Not Significant	Not Significant
FBgn0032987	Female-biased	-0.994258056025723	Not Significant	Not Significant	Not Significant
FBgn0032988	Female-biased	-1.82194215031436	Not Significant	Not Significant	Not Significant
FBgn0033017	Female-biased	-1.18548041629648	Not Significant	Not Significant	Not Significant
FBgn0033019	Female-biased	-3.03253681034838	Not Significant	Not Significant	Not Significant
FBgn0033021	Female-biased	-2.05108092553988	Not Significant	Not Significant	Not Significant
FBgn0033027	Male-biased	2.13825324380125	Not Significant	Not Significant	Not Significant
FBgn0033028	Female-biased	-0.78881081248602	Not Significant	Not Significant	Not Significant
FBgn0033029	Female-biased	-1.11961917400351	Not Significant	Not Significant	Not Significant
FBgn0033031	Male-biased	5.27415092371503	Not Significant	Not Significant	Not Significant
FBgn0033033	Male-biased	2.55501736589736	Not Significant	Not Significant	Not Significant
FBgn0033038	Unbiased	-0.058593752364294	Not Significant	Not Significant	Not Significant
FBgn0033047	Male-biased	1.89662857444747	Not Significant	Not Significant	Not Significant
FBgn0033048	Male-biased	1.35167350570255	Not Significant	Not Significant	Not Significant
FBgn0033050	Female-biased	-0.507245994476489	Not Significant	Not Significant	Not Significant
FBgn0033052	Unbiased	-0.20822422996227	Not Significant	Not Significant	Not Significant
FBgn0033054	Male-biased	3.05153459445174	Not Significant	Not Significant	Not Significant
FBgn0033055	Unbiased	0.0989860547616139	Not Significant	Not Significant	Not Significant
FBgn0033060	Unbiased	-0.164807099813968	Not Significant	Not Significant	Not Significant
FBgn0033062	Female-biased	-1.37872552773683	Not Significant	Not Significant	Not Significant
FBgn0033065	Male-biased	1.64513644158671	Not Significant	Not Significant	Not Significant
FBgn0033079	Male-biased	1.59620973256798	Not Significant	Not Significant	Not Significant
FBgn0033085	Female-biased	-0.890896615012798	Not Significant	Not Significant	Not Significant
FBgn0033086	Male-biased	1.70786820060799	Not Significant	Not Significant	Not Significant
FBgn0033087	Unbiased	-0.125811302712875	Not Significant	Not Significant	Not Significant
FBgn0033088	Female-biased	-1.08924534969408	Not Significant	Not Significant	Not Significant
FBgn0033089	Female-biased	-1.65674801197898	Not Significant	Not Significant	Not Significant
FBgn0033092	Female-biased	-2.30225617939002	Not Significant	Not Significant	Not Significant
FBgn0033093	Male-biased	1.98795226733128	Not Significant	Not Significant	Not Significant
FBgn0033097	Female-biased	-0.79325605135941	Not Significant	Not Significant	Not Significant
FBgn0033100	Female-biased	-1.01628324351291	Not Significant	Not Significant	Not Significant
FBgn0033104	Female-biased	-0.975962244063218	Not Significant	Not Significant	Not Significant
FBgn0033108	Male-biased	2.67948821359382	Not Significant	Not Significant	Not Significant
FBgn0033117	Female-biased	-2.00399958185349	Not Significant	Not Significant	Not Significant
FBgn0033122	Female-biased	-1.49325085966762	Not Significant	Not Significant	Not Significant
FBgn0033124	Male-biased	1.0578250822315	Not Significant	Not Significant	Not Significant
FBgn0033127	Unbiased	0.11076220038192	Not Significant	Not Significant	Not Significant
FBgn0033128	Male-biased	1.77921637199092	Not Significant	Not Significant	Not Significant
FBgn0033129	Male-biased	2.21235779024488	Not Significant	Not Significant	Not Significant
FBgn0033130	Male-biased	2.478098810132	Not Significant	Not Significant	Not Significant
FBgn0033134	Male-biased	2.00707879690925	Not Significant	Not Significant	Not Significant
FBgn0033138	Male-biased	1.46548590354573	Not Significant	Not Significant	Not Significant
FBgn0033139	Male-biased	1.725695295676	Not Significant	Not Significant	Not Significant
FBgn0033155	Female-biased	-2.30794190883883	Not Significant	Not Significant	Not Significant
FBgn0033159	Male-biased	2.8117239237749	Not Significant	Not Significant	Not Significant
FBgn0033160	Female-biased	-0.990005501452116	Not Significant	Not Significant	Not Significant
FBgn0033174	Male-biased	2.63555896485519	Not Significant	Not Significant	Not Significant
FBgn0033177	Male-biased	0.709900991404897	Not Significant	Not Significant	Not Significant
FBgn0033179	Unbiased	-0.0405281658847143	Not Significant	Not Significant	Not Significant
FBgn0033183	Female-biased	-1.65812206186572	Not Significant	Not Significant	Not Significant
FBgn0033184	Male-biased	1.39701165416877	Not Significant	Not Significant	Not Significant
FBgn0033186	Female-biased	-1.97987549490929	Not Significant	Not Significant	Not Significant
FBgn0033187	Unbiased	-0.300829162278522	Not Significant	Not Significant	Not Significant
FBgn0033188	Male-biased	2.171911443646	Not Significant	Not Significant	Not Significant
FBgn0033191	Unbiased	-0.1079630459694	Not Significant	Not Significant	Not Significant
FBgn0033192	Male-biased	2.50622886231738	Not Significant	Not Significant	Not Significant
FBgn0033194	Male-biased	0.758004749950374	Not Significant	Not Significant	Significant
FBgn0033195	Female-biased	-2.35245655588287	Not Significant	Not Significant	Not Significant
